"student_id","site_id","year","frpm","snap","wic","tanf"
"ST00051","S002",2022,1,0,0,0
"ST00052","S002",2022,0,0,1,0
"ST00053","S002",2022,0,0,0,0
"ST00054","S002",2022,1,1,0,0
"ST00055","S002",2022,0,0,0,0
"ST00056","S002",2022,1,0,0,0
"ST00057","S002",2023,1,1,1,0
"ST00058","S002",2023,0,0,0,0
"ST00059","S002",2023,0,0,0,0
"ST00060","S002",2023,1,1,0,0
"ST00061","S002",2023,1,0,0,0
"ST00062","S002",2023,1,1,0,0
"ST00063","S002",2023,0,0,0,0
"ST00064","S002",2023,1,1,1,0
"ST00065","S002",2023,1,1,1,0
"ST00066","S002",2024,1,1,1,0
"ST00067","S002",2024,1,1,0,0
"ST00068","S002",2024,1,1,1,0
"ST00069","S002",2024,1,0,0,0
"ST00070","S002",2024,1,0,1,0
"ST00071","S002",2024,1,1,0,0
"ST00072","S002",2024,0,0,0,0
"ST00073","S002",2024,0,1,1,0
"ST00074","S002",2024,1,1,1,0
"ST00075","S002",2024,1,1,0,0
"ST00076","S002",2025,0,0,0,0
"ST00077","S002",2025,1,1,0,0
"ST00078","S002",2025,0,0,0,0
"ST00079","S002",2025,1,1,1,0
"ST00080","S002",2025,1,1,0,0
"ST00081","S002",2025,1,1,1,0
"ST00082","S002",2025,0,0,1,0
"ST00083","S003",2021,0,0,1,0
"ST00084","S003",2021,1,0,0,0
"ST00085","S003",2021,0,0,0,0
"ST00086","S003",2021,0,0,0,0
"ST00087","S003",2021,0,0,1,0
"ST00088","S003",2021,0,0,0,0
"ST00089","S003",2021,1,1,0,0
"ST00090","S003",2021,0,0,1,0
"ST00091","S003",2021,0,0,0,0
"ST00092","S003",2022,0,0,0,0
"ST00093","S003",2022,0,0,1,0
"ST00094","S003",2022,0,0,0,0
"ST00095","S003",2022,0,0,0,0
"ST00096","S003",2022,0,0,0,0
"ST00097","S003",2022,1,0,0,0
"ST00098","S003",2022,0,0,0,0
"ST00099","S003",2022,0,0,0,0
"ST00100","S003",2022,0,0,0,0
"ST00101","S003",2022,0,0,0,0
"ST00102","S003",2023,0,0,0,0
"ST00103","S003",2023,1,1,1,0
"ST00104","S003",2023,0,0,0,0
"ST00105","S003",2023,1,0,0,1
"ST00106","S003",2023,1,0,0,0
"ST00107","S003",2023,0,0,0,0
"ST00108","S003",2023,0,0,0,0
"ST00109","S003",2023,0,0,0,0
"ST00110","S003",2023,0,0,0,0
"ST00111","S003",2024,1,0,0,0
"ST00112","S003",2024,1,0,0,0
"ST00113","S003",2024,0,0,0,0
"ST00114","S003",2024,1,0,0,0
"ST00115","S003",2024,0,0,1,0
"ST00116","S003",2024,0,0,1,0
"ST00117","S003",2024,0,0,0,0
"ST00118","S003",2024,1,1,0,0
"ST00119","S003",2025,0,0,0,0
"ST00120","S003",2025,0,0,0,0
"ST00121","S003",2025,0,0,0,0
"ST00122","S003",2025,0,0,0,0
"ST00123","S003",2025,0,0,0,0
"ST00124","S003",2025,1,1,0,0
"ST00125","S003",2025,1,1,0,0
"ST00126","S004",2021,1,0,0,0
"ST00127","S004",2021,1,1,1,0
"ST00128","S004",2021,1,1,0,0
"ST00129","S004",2021,0,0,0,0
"ST00130","S004",2021,0,0,0,0
"ST00131","S004",2021,0,0,0,0
"ST00132","S004",2021,0,1,0,0
"ST00133","S004",2021,1,1,0,0
"ST00134","S004",2022,1,0,0,0
"ST00135","S004",2022,1,0,0,0
"ST00136","S004",2022,0,0,0,0
"ST00137","S004",2022,1,1,0,0
"ST00138","S004",2022,1,1,1,0
"ST00139","S004",2022,1,1,0,0
"ST00140","S004",2022,0,0,0,0
"ST00141","S004",2022,0,0,0,0
"ST00142","S004",2022,1,0,1,0
"ST00143","S004",2023,0,1,1,0
"ST00144","S004",2023,1,1,0,0
"ST00145","S004",2023,1,0,1,0
"ST00146","S004",2023,0,0,0,0
"ST00147","S004",2023,0,0,0,0
"ST00148","S004",2023,0,1,0,0
"ST00149","S004",2023,1,0,1,0
"ST00150","S004",2023,0,1,0,1
"ST00151","S004",2024,1,0,1,0
"ST00152","S004",2024,0,0,0,0
"ST00153","S004",2024,1,0,0,0
"ST00154","S004",2024,1,1,1,0
"ST00155","S004",2024,1,1,0,0
"ST00156","S004",2024,0,0,0,0
"ST00157","S004",2024,0,0,0,0
"ST00158","S004",2024,1,1,0,1
"ST00159","S004",2024,0,0,0,0
"ST00160","S004",2024,1,0,0,0
"ST00161","S004",2024,0,0,0,0
"ST00162","S004",2024,0,1,1,0
"ST00163","S004",2024,0,0,0,0
"ST00164","S004",2024,0,0,0,0
"ST00165","S004",2025,1,0,0,0
"ST00166","S004",2025,0,0,1,0
"ST00167","S004",2025,0,0,0,0
"ST00168","S004",2025,1,1,0,0
"ST00169","S004",2025,0,0,0,0
"ST00170","S004",2025,1,0,1,0
"ST00171","S004",2025,0,1,1,0
"ST00172","S004",2025,0,0,0,0
"ST00173","S004",2025,1,0,0,0
"ST00174","S005",2021,0,1,1,0
"ST00175","S005",2021,0,0,0,0
"ST00176","S005",2021,1,1,0,0
"ST00177","S005",2021,1,1,1,0
"ST00178","S005",2021,1,1,0,0
"ST00179","S005",2021,1,1,0,1
"ST00180","S005",2021,0,0,0,0
"ST00181","S005",2021,1,1,0,0
"ST00182","S005",2021,0,0,1,0
"ST00183","S005",2021,1,1,0,0
"ST00184","S005",2021,0,1,0,0
"ST00185","S005",2022,1,0,1,0
"ST00186","S005",2022,0,0,0,0
"ST00187","S005",2022,0,1,1,0
"ST00188","S005",2022,1,1,1,0
"ST00189","S005",2022,1,0,1,0
"ST00190","S005",2022,0,0,0,0
"ST00191","S005",2022,0,0,0,0
"ST00192","S005",2022,0,0,0,0
"ST00193","S005",2022,1,0,0,0
"ST00194","S005",2022,1,1,0,0
"ST00195","S005",2022,0,0,1,0
"ST00196","S005",2022,0,1,1,0
"ST00197","S005",2023,1,1,1,0
"ST00198","S005",2023,0,1,0,0
"ST00199","S005",2023,0,1,1,0
"ST00200","S005",2023,1,0,1,0
"ST00201","S005",2023,0,0,1,0
"ST00202","S005",2023,1,1,1,0
"ST00203","S005",2023,0,0,1,0
"ST00204","S005",2023,0,0,1,0
"ST00205","S005",2023,0,1,0,0
"ST00206","S005",2023,1,1,1,0
"ST00207","S005",2023,1,1,0,0
"ST00208","S005",2023,0,0,0,0
"ST00209","S005",2024,1,1,1,0
"ST00210","S005",2024,1,1,0,0
"ST00211","S005",2024,1,1,0,0
"ST00212","S005",2024,1,1,1,0
"ST00213","S005",2024,1,0,0,0
"ST00214","S005",2024,1,1,1,0
"ST00215","S005",2024,0,0,1,0
"ST00216","S005",2024,1,1,1,0
"ST00217","S005",2025,1,0,1,0
"ST00218","S005",2025,1,1,1,0
"ST00219","S005",2025,1,1,0,0
"ST00220","S005",2025,1,0,1,0
"ST00221","S005",2025,1,1,1,0
"ST00222","S005",2025,0,0,1,0
"ST00223","S005",2025,0,0,0,0
"ST00224","S005",2025,1,1,0,0
"ST00225","S005",2025,1,1,0,0
"ST00226","S005",2025,0,0,0,0
"ST00227","S005",2025,1,0,0,0
"ST00228","S005",2025,1,1,1,1
"ST00229","S006",2021,0,0,0,0
"ST00230","S006",2021,0,1,0,0
"ST00231","S006",2021,0,0,0,0
"ST00232","S006",2021,1,0,1,0
"ST00233","S006",2021,0,0,0,0
"ST00234","S006",2021,0,0,0,0
"ST00235","S006",2021,1,1,1,0
"ST00236","S006",2021,0,0,0,0
"ST00237","S006",2021,0,0,0,0
"ST00238","S006",2021,1,1,1,0
"ST00239","S006",2021,1,0,0,0
"ST00240","S006",2022,0,0,0,0
"ST00241","S006",2022,1,0,0,0
"ST00242","S006",2022,0,0,0,0
"ST00243","S006",2022,0,1,1,0
"ST00244","S006",2022,0,0,0,0
"ST00245","S006",2022,0,0,0,0
"ST00246","S006",2022,0,0,0,0
"ST00247","S006",2022,1,1,0,0
"ST00248","S006",2022,0,0,0,0
"ST00249","S006",2022,0,0,0,0
"ST00250","S006",2023,1,1,1,0
"ST00251","S006",2023,1,0,0,0
"ST00252","S006",2023,1,0,0,0
"ST00253","S006",2023,1,0,0,0
"ST00254","S006",2023,0,0,0,0
"ST00255","S006",2023,0,0,0,0
"ST00256","S006",2023,1,0,0,0
"ST00257","S006",2023,0,0,0,0
"ST00258","S006",2024,1,0,0,0
"ST00259","S006",2024,0,0,0,0
"ST00260","S006",2024,1,1,0,0
"ST00261","S006",2024,0,0,0,0
"ST00262","S006",2024,1,0,0,0
"ST00263","S006",2024,1,1,0,0
"ST00264","S006",2024,0,0,0,0
"ST00265","S006",2024,0,0,0,0
"ST00266","S006",2024,0,0,0,0
"ST00267","S006",2024,0,0,0,0
"ST00268","S006",2024,0,0,0,0
"ST00269","S006",2025,0,0,0,0
"ST00270","S006",2025,0,0,0,0
"ST00271","S006",2025,0,0,0,0
"ST00272","S006",2025,0,1,0,0
"ST00273","S006",2025,0,0,0,0
"ST00274","S006",2025,0,1,0,0
"ST00275","S006",2025,0,0,0,0
"ST00276","S006",2025,0,0,0,0
"ST00277","S006",2025,0,0,1,0
"ST00278","S006",2025,0,0,0,0
"ST00279","S006",2025,0,0,0,0
"ST00280","S006",2025,1,0,0,0
"ST00281","S007",2021,1,1,0,0
"ST00282","S007",2021,1,1,0,0
"ST00283","S007",2021,1,0,0,0
"ST00284","S007",2021,0,0,1,0
"ST00285","S007",2021,0,1,1,0
"ST00286","S007",2021,1,1,0,0
"ST00287","S007",2021,0,0,0,0
"ST00288","S007",2021,0,0,0,0
"ST00289","S007",2021,1,1,1,0
"ST00290","S007",2021,0,1,1,0
"ST00291","S007",2022,0,0,0,0
"ST00292","S007",2022,1,0,0,0
"ST00293","S007",2022,1,0,0,0
"ST00294","S007",2022,0,1,1,0
"ST00295","S007",2022,1,1,0,0
"ST00296","S007",2022,0,0,0,0
"ST00297","S007",2022,0,0,0,0
"ST00298","S007",2022,0,0,0,0
"ST00299","S007",2022,1,1,1,0
"ST00300","S007",2022,0,0,0,0
"ST00301","S007",2022,0,0,0,0
"ST00302","S007",2022,0,0,0,0
"ST00303","S007",2023,0,0,0,0
"ST00304","S007",2023,1,1,0,0
"ST00305","S007",2023,1,1,0,0
"ST00306","S007",2023,1,1,0,0
"ST00307","S007",2023,1,0,0,0
"ST00308","S007",2023,0,0,0,0
"ST00309","S007",2023,0,0,0,0
"ST00310","S007",2023,1,0,0,0
"ST00311","S007",2023,0,0,0,0
"ST00312","S007",2023,1,0,0,0
"ST00313","S007",2024,0,0,1,0
"ST00314","S007",2024,1,0,1,0
"ST00315","S007",2024,1,0,0,0
"ST00316","S007",2024,0,1,1,0
"ST00317","S007",2024,0,0,0,0
"ST00318","S007",2024,0,0,0,0
"ST00319","S007",2024,0,0,0,0
"ST00320","S007",2024,0,0,0,0
"ST00321","S007",2024,0,0,0,0
"ST00322","S007",2025,0,0,0,0
"ST00323","S007",2025,0,0,0,0
"ST00324","S007",2025,0,0,1,0
"ST00325","S007",2025,1,0,0,0
"ST00326","S007",2025,0,0,0,0
"ST00327","S007",2025,0,0,0,0
"ST00328","S007",2025,1,1,1,0
"ST00329","S007",2025,0,0,0,0
"ST00330","S007",2025,0,0,1,0
"ST00331","S007",2025,0,0,0,0
"ST00332","S007",2025,1,0,0,0
"ST00333","S008",2021,0,0,0,0
"ST00334","S008",2021,1,0,0,0
"ST00335","S008",2021,1,0,0,0
"ST00336","S008",2021,0,0,1,0
"ST00337","S008",2021,0,0,0,0
"ST00338","S008",2021,1,0,0,0
"ST00339","S008",2021,1,0,1,0
"ST00340","S008",2021,0,0,1,0
"ST00341","S008",2021,0,0,0,0
"ST00342","S008",2021,1,1,0,0
"ST00343","S008",2021,1,0,0,0
"ST00344","S008",2021,0,1,1,0
"ST00345","S008",2021,1,1,0,1
"ST00346","S008",2021,0,0,0,0
"ST00347","S008",2022,1,1,0,0
"ST00348","S008",2022,0,0,1,0
"ST00349","S008",2022,0,0,0,0
"ST00350","S008",2022,0,0,0,0
"ST00351","S008",2022,1,1,1,0
"ST00352","S008",2022,0,0,1,0
"ST00353","S008",2022,0,0,1,0
"ST00354","S008",2022,0,0,0,0
"ST00355","S008",2022,0,0,1,0
"ST00356","S008",2022,1,1,1,0
"ST00357","S008",2022,1,1,0,0
"ST00358","S008",2022,0,0,0,0
"ST00359","S008",2023,1,1,1,0
"ST00360","S008",2023,0,1,1,0
"ST00361","S008",2023,1,1,1,0
"ST00362","S008",2023,0,0,1,0
"ST00363","S008",2023,0,1,0,1
"ST00364","S008",2023,0,0,0,0
"ST00365","S008",2023,1,0,0,0
"ST00366","S008",2023,1,1,0,0
"ST00367","S008",2023,0,0,0,0
"ST00368","S008",2024,1,0,1,0
"ST00369","S008",2024,1,0,0,0
"ST00370","S008",2024,0,0,1,0
"ST00371","S008",2024,0,0,0,0
"ST00372","S008",2024,0,0,0,0
"ST00373","S008",2024,0,1,0,0
"ST00374","S008",2024,0,0,1,0
"ST00375","S008",2024,1,0,1,0
"ST00376","S008",2024,0,0,0,0
"ST00377","S008",2024,0,0,0,0
"ST00378","S008",2025,1,1,0,0
"ST00379","S008",2025,1,0,0,0
"ST00380","S008",2025,0,0,0,0
"ST00381","S008",2025,0,0,0,0
"ST00382","S008",2025,1,0,0,0
"ST00383","S008",2025,1,1,1,0
"ST00384","S008",2025,1,1,0,0
"ST00385","S008",2025,0,0,1,0
"ST00386","S008",2025,1,1,0,1
"ST00387","S008",2025,0,0,0,0
"ST00388","S008",2025,0,0,0,0
"ST00389","S008",2025,0,0,0,0
"ST00390","S008",2025,1,1,1,0
"ST00391","S009",2021,0,1,0,0
"ST00392","S009",2021,0,0,0,0
"ST00393","S009",2021,1,0,0,0
"ST00394","S009",2021,0,1,0,0
"ST00395","S009",2021,0,0,0,0
"ST00396","S009",2021,1,1,0,0
"ST00397","S009",2021,1,0,0,0
"ST00398","S009",2021,1,1,0,0
"ST00399","S009",2021,0,0,0,0
"ST00400","S009",2021,0,0,0,0
"ST00401","S009",2021,0,1,1,0
"ST00402","S009",2021,0,0,0,0
"ST00403","S009",2021,0,0,0,0
"ST00404","S009",2021,0,0,0,0
"ST00405","S009",2021,1,1,1,0
"ST00406","S009",2022,0,0,0,0
"ST00407","S009",2022,1,0,1,0
"ST00408","S009",2022,0,0,0,0
"ST00409","S009",2022,0,0,0,0
"ST00410","S009",2022,0,0,0,1
"ST00411","S009",2022,0,0,0,0
"ST00412","S009",2022,0,1,1,0
"ST00413","S009",2022,0,0,1,0
"ST00414","S009",2022,0,0,0,0
"ST00415","S009",2022,0,0,0,0
"ST00416","S009",2022,1,1,1,0
"ST00417","S009",2022,0,0,0,0
"ST00418","S009",2022,1,1,0,0
"ST00419","S009",2022,1,0,0,0
"ST00420","S009",2022,0,0,0,0
"ST00421","S009",2022,1,0,0,0
"ST00422","S009",2023,1,0,0,0
"ST00423","S009",2023,1,1,0,0
"ST00424","S009",2023,0,0,0,0
"ST00425","S009",2023,0,0,1,0
"ST00426","S009",2023,0,0,1,0
"ST00427","S009",2023,0,0,0,0
"ST00428","S009",2023,0,0,0,0
"ST00429","S009",2023,1,0,0,0
"ST00430","S009",2023,0,0,0,0
"ST00431","S009",2023,0,0,0,0
"ST00432","S009",2023,1,0,0,0
"ST00433","S009",2023,0,1,0,0
"ST00434","S009",2023,1,0,0,0
"ST00435","S009",2023,0,0,0,0
"ST00436","S009",2023,0,0,1,0
"ST00437","S009",2023,1,0,0,0
"ST00438","S009",2023,0,0,0,0
"ST00439","S009",2023,0,1,0,0
"ST00440","S009",2024,0,0,0,0
"ST00441","S009",2024,0,0,0,0
"ST00442","S009",2024,0,0,0,0
"ST00443","S009",2024,0,0,0,0
"ST00444","S009",2024,0,0,0,0
"ST00445","S009",2024,0,0,0,0
"ST00446","S009",2024,0,0,0,0
"ST00447","S009",2024,0,0,0,0
"ST00448","S009",2024,0,0,0,0
"ST00449","S009",2024,0,0,0,0
"ST00450","S009",2024,0,0,0,0
"ST00451","S009",2024,0,0,0,0
"ST00452","S009",2024,1,0,0,0
"ST00453","S009",2024,0,0,1,0
"ST00454","S009",2024,0,0,0,0
"ST00455","S009",2024,1,1,1,0
"ST00456","S009",2024,0,0,0,0
"ST00457","S009",2025,0,0,0,0
"ST00458","S009",2025,0,0,0,0
"ST00459","S009",2025,0,1,0,0
"ST00460","S009",2025,0,0,0,0
"ST00461","S009",2025,0,1,0,0
"ST00462","S009",2025,1,1,1,0
"ST00463","S009",2025,1,1,1,0
"ST00464","S009",2025,1,0,0,0
"ST00465","S009",2025,0,0,0,0
"ST00466","S009",2025,0,0,1,0
"ST00467","S009",2025,1,0,0,0
"ST00468","S009",2025,0,0,1,0
"ST00469","S009",2025,1,1,1,0
"ST00470","S010",2021,1,0,0,0
"ST00471","S010",2021,1,0,1,0
"ST00472","S010",2021,0,0,1,0
"ST00473","S010",2021,0,0,1,0
"ST00474","S010",2021,0,0,0,0
"ST00475","S010",2021,1,0,0,0
"ST00476","S010",2021,1,1,0,0
"ST00477","S010",2021,0,0,0,0
"ST00478","S010",2021,0,0,0,0
"ST00479","S010",2021,1,1,1,0
"ST00480","S010",2021,0,1,0,0
"ST00481","S010",2021,1,0,0,0
"ST00482","S010",2021,1,1,0,0
"ST00483","S010",2021,0,0,0,0
"ST00484","S010",2021,0,0,0,0
"ST00485","S010",2021,0,0,0,0
"ST00486","S010",2021,0,0,0,0
"ST00487","S010",2021,1,0,0,0
"ST00488","S010",2021,0,0,0,0
"ST00489","S010",2022,0,0,0,0
"ST00490","S010",2022,1,0,1,0
"ST00491","S010",2022,0,0,1,0
"ST00492","S010",2022,1,1,0,0
"ST00493","S010",2022,0,0,1,0
"ST00494","S010",2022,1,1,1,0
"ST00495","S010",2022,1,0,1,0
"ST00496","S010",2022,1,0,0,0
"ST00497","S010",2022,0,1,0,0
"ST00498","S010",2022,0,0,0,0
"ST00499","S010",2022,0,0,0,0
"ST00500","S010",2022,1,1,1,0
"ST00501","S010",2022,1,0,0,0
"ST00502","S010",2022,1,1,1,0
"ST00503","S010",2022,1,0,0,0
"ST00504","S010",2022,0,0,0,0
"ST00505","S010",2022,0,0,1,0
"ST00506","S010",2022,1,0,0,0
"ST00507","S010",2023,0,1,1,0
"ST00508","S010",2023,0,1,0,0
"ST00509","S010",2023,0,0,0,0
"ST00510","S010",2023,1,0,0,0
"ST00511","S010",2023,1,1,1,0
"ST00512","S010",2023,0,0,0,0
"ST00513","S010",2023,0,1,0,0
"ST00514","S010",2023,1,1,0,0
"ST00515","S010",2023,1,1,1,0
"ST00516","S010",2023,0,0,0,0
"ST00517","S010",2023,0,1,1,0
"ST00518","S010",2023,1,0,0,0
"ST00519","S010",2023,0,1,1,0
"ST00520","S010",2024,1,1,0,0
"ST00521","S010",2024,1,1,1,0
"ST00522","S010",2024,0,1,0,0
"ST00523","S010",2024,1,0,0,0
"ST00524","S010",2024,1,0,0,0
"ST00525","S010",2024,0,0,1,1
"ST00526","S010",2024,1,0,0,0
"ST00527","S010",2024,1,0,0,0
"ST00528","S010",2024,0,0,0,0
"ST00529","S010",2024,0,0,0,0
"ST00530","S010",2024,1,0,1,0
"ST00531","S010",2024,1,0,0,0
"ST00532","S010",2024,1,0,1,0
"ST00533","S010",2024,1,1,1,0
"ST00534","S010",2024,1,0,0,0
"ST00535","S010",2024,1,0,1,0
"ST00536","S010",2024,0,1,0,0
"ST00537","S010",2024,1,0,1,0
"ST00538","S010",2024,0,1,1,0
"ST00539","S010",2024,1,0,0,0
"ST00540","S010",2024,0,0,0,0
"ST00541","S010",2024,0,0,0,0
"ST00542","S010",2024,0,0,0,0
"ST00543","S010",2025,1,1,1,0
"ST00544","S010",2025,0,0,0,0
"ST00545","S010",2025,1,1,1,0
"ST00546","S010",2025,1,0,1,0
"ST00547","S010",2025,1,0,1,0
"ST00548","S010",2025,1,1,0,0
"ST00549","S010",2025,1,0,0,0
"ST00550","S010",2025,0,1,0,0
"ST00551","S010",2025,1,1,0,0
"ST00552","S010",2025,1,1,1,0
"ST00553","S010",2025,1,1,1,0
"ST00554","S010",2025,1,0,1,0
"ST00555","S010",2025,0,0,1,0
"ST00556","S010",2025,1,1,1,1
"ST00557","S010",2025,1,0,0,0
"ST00558","S010",2025,1,1,0,0
"ST00559","S011",2021,0,1,0,0
"ST00560","S011",2021,0,0,0,0
"ST00561","S011",2021,0,0,0,0
"ST00562","S011",2021,0,0,0,0
"ST00563","S011",2021,0,0,0,0
"ST00564","S011",2021,0,1,0,0
"ST00565","S011",2021,0,0,0,0
"ST00566","S011",2021,1,0,0,0
"ST00567","S011",2021,0,0,0,0
"ST00568","S011",2021,1,0,0,0
"ST00569","S011",2021,0,0,0,0
"ST00570","S011",2021,0,0,0,0
"ST00571","S011",2021,1,0,0,0
"ST00572","S011",2022,1,0,1,0
"ST00573","S011",2022,1,1,1,0
"ST00574","S011",2022,0,1,0,0
"ST00575","S011",2022,0,0,0,0
"ST00576","S011",2022,0,0,0,0
"ST00577","S011",2022,1,0,0,0
"ST00578","S011",2022,1,1,0,0
"ST00579","S011",2022,0,0,0,0
"ST00580","S011",2022,0,1,1,0
"ST00581","S011",2022,1,1,0,0
"ST00582","S011",2022,1,0,0,0
"ST00583","S011",2022,0,1,0,0
"ST00584","S011",2022,0,0,1,0
"ST00585","S011",2023,1,0,0,0
"ST00586","S011",2023,1,1,0,0
"ST00587","S011",2023,0,0,0,0
"ST00588","S011",2023,0,0,0,0
"ST00589","S011",2023,1,0,1,0
"ST00590","S011",2023,0,0,0,0
"ST00591","S011",2023,1,1,0,0
"ST00592","S011",2023,1,1,1,0
"ST00593","S011",2023,1,0,0,0
"ST00594","S011",2023,1,1,1,0
"ST00595","S011",2023,1,1,0,0
"ST00596","S011",2024,1,1,0,0
"ST00597","S011",2024,0,0,0,0
"ST00598","S011",2024,1,0,1,0
"ST00599","S011",2024,0,0,0,0
"ST00600","S011",2024,0,0,0,0
"ST00601","S011",2024,1,1,1,0
"ST00602","S011",2024,1,1,0,0
"ST00603","S011",2024,1,0,1,0
"ST00604","S011",2024,1,0,0,0
"ST00605","S011",2024,0,0,0,0
"ST00606","S011",2024,0,0,0,0
"ST00607","S011",2024,0,0,0,0
"ST00608","S011",2025,0,1,0,0
"ST00609","S011",2025,1,0,0,0
"ST00610","S011",2025,0,0,0,0
"ST00611","S011",2025,1,1,1,0
"ST00612","S011",2025,0,0,0,0
"ST00613","S011",2025,0,0,1,0
"ST00614","S011",2025,0,0,0,0
"ST00615","S011",2025,1,0,0,0
"ST00616","S011",2025,0,0,0,0
"ST00617","S011",2025,1,1,0,0
"ST00618","S011",2025,0,0,0,0
"ST00619","S012",2021,0,0,0,0
"ST00620","S012",2021,1,1,1,0
"ST00621","S012",2021,1,1,0,0
"ST00622","S012",2021,0,0,0,0
"ST00623","S012",2021,0,1,0,0
"ST00624","S012",2021,0,0,0,0
"ST00625","S012",2021,0,0,0,0
"ST00626","S012",2021,0,0,1,0
"ST00627","S012",2021,0,0,0,0
"ST00628","S012",2021,0,0,0,0
"ST00629","S012",2021,0,0,0,0
"ST00630","S012",2021,0,1,1,0
"ST00631","S012",2021,0,0,0,0
"ST00632","S012",2021,0,0,0,0
"ST00633","S012",2021,0,0,0,0
"ST00634","S012",2021,1,1,1,0
"ST00635","S012",2021,0,0,1,0
"ST00636","S012",2022,0,0,0,0
"ST00637","S012",2022,0,0,1,0
"ST00638","S012",2022,1,1,1,0
"ST00639","S012",2022,1,0,0,0
"ST00640","S012",2022,0,0,0,0
"ST00641","S012",2022,1,1,1,0
"ST00642","S012",2022,1,0,0,0
"ST00643","S012",2022,0,0,0,0
"ST00644","S012",2022,1,0,1,0
"ST00645","S012",2022,0,1,0,0
"ST00646","S012",2022,0,0,0,0
"ST00647","S012",2022,1,0,1,0
"ST00648","S012",2022,1,1,1,0
"ST00649","S012",2022,0,0,0,0
"ST00650","S012",2022,0,0,0,0
"ST00651","S012",2023,0,0,0,0
"ST00652","S012",2023,1,1,1,0
"ST00653","S012",2023,0,0,1,0
"ST00654","S012",2023,1,1,1,0
"ST00655","S012",2023,0,0,0,0
"ST00656","S012",2023,0,0,0,0
"ST00657","S012",2023,0,0,1,0
"ST00658","S012",2023,0,0,0,0
"ST00659","S012",2023,1,1,0,0
"ST00660","S012",2023,0,1,1,0
"ST00661","S012",2023,0,1,1,0
"ST00662","S012",2023,1,1,0,0
"ST00663","S012",2023,1,1,0,0
"ST00664","S012",2024,0,1,0,1
"ST00665","S012",2024,0,0,0,0
"ST00666","S012",2024,0,0,0,0
"ST00667","S012",2024,1,0,0,0
"ST00668","S012",2024,1,1,0,0
"ST00669","S012",2024,0,1,1,0
"ST00670","S012",2024,0,0,0,0
"ST00671","S012",2024,0,1,1,0
"ST00672","S012",2024,1,0,0,0
"ST00673","S012",2024,1,0,0,0
"ST00674","S012",2024,0,1,1,0
"ST00675","S012",2024,0,0,0,0
"ST00676","S012",2025,1,1,1,0
"ST00677","S012",2025,1,1,0,0
"ST00678","S012",2025,1,1,1,0
"ST00679","S012",2025,1,0,0,0
"ST00680","S012",2025,0,1,0,0
"ST00681","S012",2025,0,1,0,0
"ST00682","S012",2025,1,1,1,0
"ST00683","S012",2025,1,0,1,0
"ST00684","S012",2025,1,0,0,0
"ST00685","S012",2025,1,1,1,0
"ST00686","S012",2025,1,0,1,0
"ST00687","S012",2025,0,0,0,0
"ST00688","S013",2021,0,0,0,0
"ST00689","S013",2021,0,0,0,0
"ST00690","S013",2021,0,1,0,0
"ST00691","S013",2021,1,0,0,0
"ST00692","S013",2021,1,1,0,0
"ST00693","S013",2021,1,0,0,0
"ST00694","S013",2021,0,0,0,0
"ST00695","S013",2021,1,0,0,0
"ST00696","S013",2021,1,1,0,0
"ST00697","S013",2021,1,0,0,0
